ID,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
13713,2017,GMC,Sierra,154842,Crew Cab,Duramax 6.6L V8 Turbodiesel,Automatic,4x4,Onyx Black,Black,5,4,Diesel,9.8L/100km,8.7L/100km,61900
13714,2020,GMC,Terrain,31995,SUV,4 Cylinder Engine,Automatic,AWD,Gray,Black,5,4,Gas,11.2L/100km,9.0L/100km,34342
13715,2020,GMC,Savana,48589,Minivan,6.0L 8cyl,6 Speed Automatic,RWD,Summit White,Beige,2,2,Gas,9.8L/100km,8.7L/100km,46988
13716,2021,GMC,Yukon,88552,SUV,5.3L 8cyl,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,14.8L - 15.5L/100km,11.8L - 12.0L/100km,58888
13717,2022,GMC,Sierra,5,Truck,2.7L 4cyl,Automatic,4x4,Summit White,Black,5,2,Gas,13.9L - 18.1L/100km,12.0L - 14.0L/100km,56883
13718,2022,GMC,Sierra,8,Truck,2.7L 4cyl,Automatic,4x4,Summit White,Black,5,2,Gas,13.9L - 18.1L/100km,12.0L - 14.0L/100km,57448
13719,2023,GMC,SIERRA,35,Truck,401HP 6.6L 8 Cylinder Engine,Automatic,4WD,Summit White,Black,6,4,Gas,9.8L/100km,8.7L/100km,70333
13720,2023,GMC,Sierra,35,Crew Cab,310HP 2.7L 4 Cylinder Engine,Automatic,4WD,Summit White,Black,5,4,Gas,13.1L/100km,11.6L/100km,70528
13721,2023,GMC,Sierra,35,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,Black,5,4,Gas,14.8L/100km,11.8L/100km,74668
13722,2023,GMC,Sierra,35,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,Black,5,4,Gas,14.8L/100km,11.8L/100km,74678
13723,2023,GMC,Sierra,10,Crew Cab,Gas V8 6.2L/376,Automatic,4x4,Onyx Black,Black,5,4,Gas,16.7L/100km,14.0L/100km,94528
13724,2023,GMC,Sierra,35,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Onyx Black,Black,5,4,Gas,14.8L/100km,11.8L/100km,76053
13725,2023,GMC,Sierra,35,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4WD,Summit White,Black,5,4,Gas,14.8L/100km,11.8L/100km,79683
13726,2020,GMC,Savana,63047,SUV,4 Cylinder Engine,Automatic,SUV,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,79800
13727,2023,GMC,Sierra,35,Crew Cab,420HP 6.2L 8 Cylinder Engine,Automatic,4WD,Summit White,Black,5,4,Gas,16.7L/100km,14.0L/100km,101043
13730,2023,GMC,Yukon,90,SUV,8 Cylinder Engine,Automatic,4x4,Onyx Black,Black,7,4,Gas,15.8L/100km,11.8L/100km,107995
13732,2011,GMC,Terrain,95541,SUV,2.4L,Automatic,FWD,Summit White,Black,5,4,Gas,9.2L/100km,6.1L/100km,13980
13733,2019,GMC,Savana,59322,Minivan,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Black,2,3,Flexibleible,9.8L/100km,8.7L/100km,41495
13735,2015,GMC,Yukon,199880,SUV,8 Cylinder Engine,6 Speed Automatic,4WD,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,24590
13736,2020,GMC,Sierra,86242,Regular Cab,8 Cylinder Engine,Automatic,4WD,Summit White,Grey,5,4,Gas,14.3L/100km,10.6L/100km,35880
13737,2021,GMC,Sierra,29500,Crew Cab,5.3L ECOTEC3 V8,Automatic,4x4,Onyx Black,Black,5,4,Gas,14.3L - 15.3L/100km,10.7L - 11.0L/100km,64900
13739,2017,GMC,Sierra,22000,Regular Cab,8 Cylinder Engine,Automatic,4WD,Quicksilver Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,31995
13740,2012,GMC,Acadia,192218,SUV,3.6L V6 288HP 270FT. LBS.,Automatic,FWD,Quicksilver Metallic,Black,5,4,Gas,12.7L/100km,8.4L/100km,8990
13741,2012,GMC,Canyon,150000,Truck,4 Cylinder Engine,5 Speed Manual,RWD,Summit White,Dark Grey,3,2,Gas,11.3L/100km,7.8L - 8.1L/100km,10888
13742,2017,GMC,Terrain,165490,SUV,4 Cylinder Engine,6 Speed Automatic,FWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,14888
13743,2020,GMC,Savana,57735,Minivan,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Black,2,3,Flexibleible,9.8L/100km,8.7L/100km,43495
13744,2016,GMC,Sierra,200000,Truck,V6 Cylinder Engine,6 Speed Automatic,RWD,Summit White,Grey,3,2,Flexibleible,13.5L/100km,10.0L/100km,14888
13745,2013,GMC,Sierra,225189,Truck,4.8L,Automatic,4x4,Onyx Black,Black,6,4,Gas,15.9L/100km,11.2L/100km,16995
13746,2010,GMC,Sierra,100000,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Summit White,Black,3,2,Gas,9.8L/100km,8.7L/100km,18888
13747,2017,GMC,Terrain,114269,SUV,2.4L 4cyl,6 Speed Automatic,AWD,White,Black,5,2,Gas,11.5L/100km,8.3L/100km,20888
13748,2018,GMC,Terrain,90486,SUV,1.5L 4cyl,9 Speed Automatic,FWD,Brown,Black,5,5,Gas,9.2L/100km,7.9L/100km,22288
13749,2018,GMC,Sierra,170000,Truck,6 Cylinder Engine,6 Speed Automatic,RWD,Summit White,Dark Grey,6,4,Gas,13.4L/100km,10.0L/100km,24900
13750,2019,GMC,Terrain,37424,SUV,1.5L,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,9.6L/100km,8.3L/100km,24995
13751,2018,GMC,Terrain,62711,SUV,1.5L 4cyl,6 Speed Automatic,AWD,Red Quartz Tintcoat,Black,5,4,Gas,9.6L/100km,8.3L/100km,25990
13752,2016,GMC,Canyon,113946,Truck,3.6L 6cyl,6 Speed Automatic,4x4,Grey,Black,5,4,Gas,13.6L/100km,9.9L/100km,28888
13753,2021,GMC,Sierra,35029,Regular Cab,3.0L I6,Automatic,4x4,Summit White,Black,5,4,Diesel,10.6L/100km,9.2L/100km,55195
13754,2019,GMC,Terrain,56053,SUV,4 Cylinder Engine,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,11.2L/100km,9.0L/100km,28990
13755,2019,GMC,Terrain,52145,SUV,1.5L 4cyl,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,9.6L/100km,8.3L/100km,29888
13756,2019,GMC,Acadia,150234,SUV,3.6L 6cyl,6 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Gas,13.5L/100km,9.5L/100km,29977
13757,2017,GMC,Acadia,70648,SUV,3.6L,6 Speed Automatic,AWD,White Frost Tricoat,Black,7,4,Gas,11.2L - 13.3L/100km,9.4L - 9.5L/100km,29995
13758,2016,GMC,Sierra,121142,Truck Extended Cab,5.3L,Automatic,4x4,Summit White,Black,5,4,Gas,15.0L/100km,10.7L/100km,29998
13759,2020,GMC,Terrain,61371,SUV,2.0L,Automatic,AWD,Blue Emerald Metallic,Black,5,4,Gas,9.5L/100km,8.3L/100km,30199
13760,2017,GMC,Savana,119850,Minivan,8 Cylinder,Automatic,RWD,Summit White,Grey,2,3,Gas,9.8L/100km,8.7L/100km,31888
13761,2017,GMC,Savana,126000,Minivan,8 Cylinder,Automatic,RWD,Summit White,Grey,2,3,Gas,9.8L/100km,8.7L/100km,31888
13762,2018,GMC,Sierra,159000,Truck,5.3L,Automatic,4x4,White,Grey,5,4,Gas,15.0L/100km,10.7L/100km,31888
13763,2019,GMC,SIERRA,112002,Extended Cab,Vortec 6.0L V8 SFI Flex Fuel VVT,6 Speed Automatic,4x4,Summit White,Grey,5,4,Gas,9.8L/100km,8.7L/100km,39999
13764,2019,GMC,Terrain,98200,SUV,4 Cylinder Engine,Automatic,AWD,Red Quartz Tintcoat,Black,5,4,Gas,11.2L/100km,9.0L/100km,33500
13765,2018,GMC,Savana,150000,Minivan,8 Cylinder Engine,8 Speed Automatic,RWD,Summit White,Grey,2,3,Gas,9.8L/100km,8.7L/100km,33900
13766,2017,GMC,Sierra,83771,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Grey,Grey,5,4,Gas,15.0L/100km,10.7L/100km,33995
13767,2018,GMC,Terrain,55657,SUV,2.0L 4cyl,9 Speed Automatic,AWD,Red Quartz Tintcoat,Black,5,4,Premium Unleaded,11.2L/100km,9.0L/100km,33999
13768,2018,GMC,Canyon,107046,Truck,3.6L 6cyl,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,14.1L/100km,10.0L/100km,34995
13769,2022,GMC,Terrain,16000,SUV,1.5L DOHC,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,9.6L/100km,8.3L/100km,35043
13770,2017,GMC,SIERRA,188071,Crew Cab,6.0L V8 OHV 16V FFV,Automatic,4x4,Stone Blue Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,36999
13771,2020,GMC,Canyon,77400,Crew Cab,3.6L,Automatic,4x4,Summit White,Dark Grey,5,4,Diesel,14.0L/100km,9.9L/100km,37495
13772,2020,GMC,Terrain,37559,SUV,2.0L 4cyl,9 Speed Automatic,AWD,White,White,5,5,Premium Unleaded,11.2L/100km,9.0L/100km,37888
13773,2023,GMC,Terrain,1,SUV,Turbocharged Gas/E15 I4 1.5L/-TBD-,Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,9.9L/100km,8.3L/100km,47338
13774,2020,GMC,Terrain,55091,SUV,2.0L 4cyl,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,5,Premium Unleaded,11.2L/100km,9.0L/100km,37888
13775,2020,GMC,Terrain,27350,SUV,2.0L Turbo 4 Cyl.,9 Speed Automatic,AWD,White Frost Tricoat,Black,5,4,Gas,11.2L/100km,9.0L/100km,38985
13776,2019,GMC,SIERRA,164534,Crew Cab,6.0L V8 OHV 16V FFV,Automatic,4x4,Quicksilver Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,39999
13777,2016,GMC,Sierra,147700,Truck Crew Cab,5.3L,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,39999
13778,2019,GMC,Savana,79000,Minivan,6 Cylinder,Automatic,RWD,Summit White,Black,2,3,Flexibleible,9.8L/100km,8.7L/100km,40888
13779,2020,GMC,Sierra,70165,Truck,4.3L 6cyl,6 Speed Automatic,4x4,Black,Black,5,4,Gas,15.7L/100km,12.0L/100km,41500
13780,2017,GMC,Yukon,146700,SUV,8 Cylinder Engine,Automatic,4x4,White,Black,8,4,Gas,9.8L/100km,8.7L/100km,41999
13781,2019,GMC,Savana,68291,Minivan,6.0L 8cyl,8 Speed Automatic,RWD,Summit White,Black,2,2,Gas,9.8L/100km,8.7L/100km,42750
13782,2016,GMC,Yukon,127750,SUV,8 Cylinder Engine,Automatic,AWD,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,42980
13783,2017,GMC,Sierra,129209,Regular Cab,8 Cylinder Engine,Automatic,4x4,White,Black,6,4,Gas,15.0L/100km,10.7L/100km,37995
13784,2020,GMC,Savana,72000,Minivan,6 Cylinder,Automatic,RWD,Summit White,Black,2,3,Gas,9.8L/100km,8.7L/100km,43778
13785,2019,GMC,SIERRA,88218,Crew Cab,6.0L V8 OHV 16V FFV,Automatic,4x4,Quicksilver Metallic,Grey,5,4,Gas,9.8L/100km,8.7L/100km,44999
13786,2019,GMC,SIERRA,114950,Crew Cab,6.0L V8 OHV 16V FFV,Automatic,4x4,Stone Blue Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,44999
13787,2020,GMC,Sierra,134054,Crew Cab,5.3L V8 OHV 16V,Automatic,4x4,Grey,Grey,5,4,Gas,14.3L/100km,10.6L/100km,44999
13788,2020,GMC,Savana,62202,Minivan,6.0L 8cyl,6 Speed Automatic,RWD,Summit White,Beige,2,2,Gas,9.8L/100km,8.7L/100km,45991
13789,2020,GMC,Savana,48589,Minivan,6.0L 8cyl,6 Speed Automatic,RWD,Summit White,Beige,2,2,Gas,9.8L/100km,8.7L/100km,46988
13790,2020,GMC,SIERRA,107257,Crew Cab,6.6L V8 OHV 16V,Automatic,4x4,Red,Black,5,4,Gas,9.8L/100km,8.7L/100km,47999
13792,2020,GMC,SIERRA,91304,Crew Cab,6.6L V8 OHV 16V,Automatic,4x4,Pacific Blue Metallic,Blue,5,4,Gas,9.8L/100km,8.7L/100km,49999
13793,2021,GMC,SIERRA,61140,Truck,8 Cylinder Engine,10 Speed Automatic,4x4,Summit White,Black,5,4,Diesel,9.8L/100km,8.7L/100km,80899
13794,2018,GMC,Yukon,73998,SUV,5.3L,Automatic,4WD,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,53995
13795,2020,GMC,Sierra,66481,Truck,8 Cylinder Engine,10 Speed Automatic,4x4,Black,Black,5,4,Gas,14.3L/100km,10.6L/100km,57395
13796,2021,GMC,Yukon,88552,SUV,5.3L 8cyl,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,14.8L - 15.5L/100km,11.8L - 12.0L/100km,58888
13797,2021,GMC,Sierra,74306,Truck,3.0L 6cyl,10 Speed Automatic,4x4,Black,Black,5,4,Diesel,10.6L/100km,9.2L/100km,60995
13798,2018,GMC,Sierra,169000,Regular Cab,8 Cylinder,Automatic,4x4,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,69888
13799,2022,GMC,Sierra,25419,Truck,EcoTec3 6.2L V8,10 Speed Automatic,4x4,Black,Black,5,4,Gas,16.6L/100km,12.3L/100km,73900
13800,2022,GMC,Sierra,19887,Truck,3.0L 6cyl,10 Speed Automatic,4x4,Cayenne Red Tintcoat,Black,5,4,Diesel,10.5L - 11.8L/100km,9.1L - 10.3L/100km,79990
13801,2010,GMC,Acadia,236000,SUV,V6 Cylinder Engine,Automatic,FWD,Black,Black,5,4,Gas,12.7L/100km,8.4L/100km,6995
13802,2012,GMC,Acadia,178095,SUV,V6 Cylinder Engine,6 Speed Automatic,AWD,Dark Blue,Black,7,4,Gas,13.1L/100km,8.8L/100km,10999
13803,2022,GMC,Sierra,15785,Truck,6.2L,Automatic,4x4,Red,Grey,5,4,Gas,11.8L/100km,10.3L/100km,71995
13804,2015,GMC,Terrain,159393,SUV,4 Cylinder Engine,Automatic,AWD,Silver,Black,5,4,Gas,9.8L/100km,8.7L/100km,11995
13805,2014,GMC,Acadia,116950,SUV,V6,Automatic,FWD,Beige,Black,7,4,Gas,12.7L/100km,8.4L/100km,13499
13806,2014,GMC,Terrain,107000,SUV,2.4L,Automatic,AWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,13500
13807,2015,GMC,Acadia,212000,SUV,3.6L,Automatic,FWD,White,Grey,7,4,Gas,9.8L/100km,8.7L/100km,13950
13808,2014,GMC,Savana,287000,Minivan,4.8 lt.,Automatic,RWD,White,Black,5,4,Gas,19.1L/100km,12.1L/100km,14995
13809,2014,GMC,Acadia,184659,SUV,3.6L 6cyl,6 Speed Automatic,AWD,Silver,Black,5,4,Gas,13.3L/100km,8.8L/100km,15990
13810,2016,GMC,Sierra,228000,Quad Cab,V6 Cylinder Engine,Automatic,4x4,Black,Light Grey,6,4,Gas,13.8L/100km,10.7L/100km,17500
13811,2014,GMC,Sierra,160000,Crew Cab,5.3L,Automatic,4x4,Black,Grey,5,4,Gas,13.3L/100km,9.0L/100km,18950
13812,2015,GMC,Sierra,195000,Truck Crew Cab,5.3L,Automatic,4x4,Red,Light Grey,6,4,Gas,13.3L/100km,9.0L/100km,18995
13813,2023,GMC,SIERRA,10,Crew Cab,Gas V8 6.6L/,Automatic,4x4,Summit White,Black,6,4,Gas,9.8L/100km,8.7L/100km,71598
13814,2017,GMC,Sierra,195000,Crew Cab,8 Cylinder Engine,Automatic,4x4,Silver,Grey,5,4,Gas,15.0L/100km,10.7L/100km,20995
13815,2018,GMC,Sierra,210000,Truck Double Cab,8 Cylinder Engine,Automatic,4x4,Not Specified,Black,5,4,Gas,15.0L/100km,10.7L/100km,22995
13816,2018,GMC,Terrain,124547,SUV,137HP 1.6L 4 Cylinder Engine,Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Diesel,8.5L/100km,6.1L/100km,24990
13817,2017,GMC,Sierra,237000,Truck Double Cab,5.3L,Automatic,4x4,Black,Charcoal,5,4,Gas,15.0L/100km,10.7L/100km,24999
13818,2018,GMC,Sierra,231000,Crew Cab,5.3L,Automatic,4x4,Blue,Black,5,4,Gas,15.0L/100km,10.7L/100km,27000
13819,2018,GMC,Sierra,171000,Truck,EcoTec3 5.3L V8,6 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,27861
13820,2018,GMC,Sierra,216621,Truck Crew Cab,5.3L,6 Speed Automatic,4x4,Summit White,Grey,6,4,Gas,15.0L/100km,10.7L/100km,27995
13821,2017,GMC,Sierra,140928,Truck,5.3L 8cyl,8 Speed Automatic,4x4,Grey,Black,5,4,Gas,15.0L - 15.9L/100km,10.7L - 11.5L/100km,32888
13822,2014,GMC,Sierra,114000,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Dark Green,Black,3,2,Flexibleible,9.8L/100km,8.7L/100km,34888
13823,2023,GMC,Sierra,10,Crew Cab,Gas V8 6.2L/376,Automatic,4x4,Titanium Rush Metallic,Black,5,4,Gas,15.4L/100km,12.3L/100km,108993
13824,2020,GMC,Terrain,64126,SUV,2.0L Turbo 4 Cyl.,9 Speed Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,11.2L/100km,9.0L/100km,35985
13825,2019,GMC,Canyon,100501,Crew Cab,3.6L,Automatic,4x4,Smokey Quartz Metallic,Black,5,4,Gas,12.2L/100km,8.4L/100km,36789
13826,2018,GMC,Sierra,102122,Truck,5.3L 8cyl,Automatic,4x4,Onyx Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,38990
13827,2017,GMC,SIERRA,163200,Crew Cab,6.0L V8 OHV 16V FFV,Automatic,4x4,Summit White,Black,5,4,Gas,9.8L/100km,8.7L/100km,41999
13828,2015,GMC,SIERRA,116209,Truck,8 Cylinder Engine,6 Speed Automatic,4x4,Summit White,Grey,6,4,Gas,9.8L/100km,8.7L/100km,42995
13829,2020,GMC,Sierra,21644,Truck,8 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,14.3L/100km,10.6L/100km,49985
13830,2021,GMC,Sierra,26777,Truck,8 Cylinder Engine,Automatic,4WD,Black,Black,5,4,Gas,14.3L - 15.3L/100km,10.7L - 11.0L/100km,61445
13831,2019,GMC,Canyon,98488,Crew Cab,3.6L DOHC DI V6 W/VVT,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,14.0L/100km,9.9L/100km,36900
13832,2019,GMC,Canyon,113516,Crew Cab,DURAMAX 2.8L TURBO DIESEL,6 Speed Automatic,4x4,Dark Sky Metallic,Black,5,4,Diesel,12.2L/100km,8.4L/100km,38500
13833,2017,GMC,Sierra,154842,Crew Cab,Duramax 6.6L V8 Turbodiesel,Automatic,4x4,Onyx Black,Black,5,4,Diesel,9.8L/100km,8.7L/100km,61900
13834,2020,GMC,Sierra,72000,Crew Cab,DURAMAX 3.0 TURBO-DIESEL,10 Speed Automatic,4x4,Onyx Black,Black,5,4,Diesel,10.5L/100km,9.1L/100km,61901
13835,2017,GMC,Terrain,130652,SUV,2.4L I4,Automatic,FWD,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,15995
13836,2020,GMC,Terrain,31995,SUV,4 Cylinder Engine,Automatic,AWD,Gray,Black,5,4,Gas,11.2L/100km,9.0L/100km,34342
13837,2020,GMC,Savana,48589,Minivan,6.0L 8cyl,6 Speed Automatic,RWD,Summit White,Beige,2,2,Gas,9.8L/100km,8.7L/100km,46988
13838,2021,GMC,Yukon,88552,SUV,5.3L 8cyl,10 Speed Automatic,4x4,Onyx Black,Black,6,5,Gas,14.8L - 15.5L/100km,11.8L - 12.0L/100km,58888
13839,2019,GMC,Sierra,4000,Crew Cab,5.3L V8,Automatic,4x4,White,Dark Grey,5,4,Gas,15.3L/100km,11.2L/100km,50990
13840,2021,GMC,Sierra,48924,Truck,8 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,15.2L/100km,11.1L/100km,52025
13841,2020,GMC,Sierra,133165,Extended Cab,6.2L,Automatic,4x4,Black,Black,5,4,Gas,15.5L/100km,11.9L/100km,53998
13842,2021,GMC,Sierra,37927,Truck,8 Cylinder Engine,Automatic,4x4,Summit White,Black,5,4,Gas,15.2L/100km,11.1L/100km,54985
13843,2018,GMC,SIERRA,100845,Truck,6.6L 8cyl,6 Speed Automatic,4x4,Grey,Black,5,4,Diesel,9.8L/100km,8.7L/100km,59995
13844,2021,GMC,Sierra,21678,Truck,8 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,15.2L/100km,11.1L/100km,54985
13845,2021,GMC,Sierra,25000,Truck,8 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,15.2L/100km,11.1L/100km,54985
13846,2023,GMC,Acadia,10,SUV,310HP 3.6L V6 Cylinder Engine,Automatic,AWD,Ebony Twilight Metallic,Black,5,4,Gas,12.6L/100km,9.2L/100km,57178
13847,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8 ENGINE,Automatic,4x4,Summit White,Black,5,4,Gas,16.0L/100km,13.2L/100km,58499
13848,2023,GMC,Sierra,10,Extended Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Sterling Metallic,Black,6,4,Gas,16.0L/100km,13.2L/100km,61398
13849,2023,GMC,Sierra,1,Crew Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Sterling Metallic,Black,6,4,Gas,16.0L/100km,13.2L/100km,62603
13850,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Sterling Metallic,Black,5,4,Gas,16.0L/100km,13.2L/100km,62603
13851,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8,Automatic,4x4,Onyx Black,Black,5,4,Gas,16.0L/100km,13.2L/100km,62603
13852,2017,GMC,Sierra,169341,Truck Double Cab,V-8 cyl,Automatic,4x4,Stone Blue Metallic,Black,5,4,Regular Unleaded,9.8L/100km,8.7L/100km,25395
13853,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Summit White,Black,6,4,Gas,16.0L/100km,13.2L/100km,63433
13854,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Sterling Metallic,Black,5,4,Gas,16.0L/100km,13.2L/100km,64153
13855,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Sterling Metallic,Black,5,4,Gas,13.1L - 15.2L/100km,11.6L - 13.2L/100km,64243
13856,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,13.1L/100km,11.6L/100km,65493
13857,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Titanium Rush Metallic,Black,5,4,Gas,13.1L/100km,11.6L/100km,65993
13858,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,13.1L/100km,11.6L/100km,65999
13859,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Titanium Rush Metallic,Black,5,4,Gas,13.1L/100km,11.6L/100km,66483
13860,2022,GMC,SIERRA,11872,Truck,6.6L 8cyl,Automatic,4x4,Summit White,Black,6,2,Gas,9.8L/100km,8.7L/100km,69995
13861,2023,GMC,Sierra,11,Truck,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Dynamic Blue Metallic,Black,5,4,Diesel,14.8L/100km,11.8L/100km,70113
13862,2021,GMC,SIERRA,61140,Truck,8 Cylinder Engine,10 Speed Automatic,4x4,Summit White,Black,5,4,Diesel,9.8L/100km,8.7L/100km,80899
13863,2023,GMC,Sierra,10,Crew Cab,2.7L TURBO I4,8 Speed Automatic,4x4,Titanium Rush Metallic,Black,5,4,Gas,13.1L/100km,11.6L/100km,70533
13864,2023,GMC,Sierra,11,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Onyx Black,Black,5,4,Gas,14.8L/100km,11.8L/100km,73068
13865,2023,GMC,Sierra,12,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Cardinal Red,Black,5,4,Gas,14.8L/100km,11.8L/100km,73068
13866,2023,GMC,Sierra,15,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Sterling Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,73068
13867,2023,GMC,Sierra,15,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Titanium Rush Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,73563
13868,2023,GMC,Sierra,11,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Dynamic Blue Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,73863
13869,2023,GMC,Sierra,10,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Dynamic Blue Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,74558
13870,2023,GMC,SIERRA,10,Crew Cab,DURAMAX 6.6L V8 TURBO DIESEL,Automatic,4x4,Summit White,Black,5,4,Diesel,9.8L/100km,8.7L/100km,74900
13871,2023,GMC,Sierra,10,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Summit White,Black,5,4,Gas,14.8L/100km,11.8L/100km,76138
13872,2023,GMC,Sierra,10,Crew Cab,Gas V8 6.2L/376,Automatic,4x4,Onyx Black,Black,5,4,Gas,16.7L/100km,14.0L/100km,94528
13873,2023,GMC,Sierra,15,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Onyx Black,Black,5,4,Gas,14.8L/100km,11.8L/100km,76828
13874,2023,GMC,Sierra,11,Crew Cab,355HP 5.3L 8 Cylinder Engine,Automatic,4x4,Summit White,Black,5,4,Gas,14.8L/100km,11.8L/100km,76828
13875,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8 ENGINE,Automatic,4x4,Pacific Blue Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,82983
13876,2023,GMC,Sierra,10,Crew Cab,6.2L ECOTEC3 V8,Automatic,4x4,Onyx Black,Black,5,4,Gas,16.7L/100km,14.0L/100km,86943
13877,2023,GMC,Sierra,10,Crew Cab,420HP 6.2L 8 Cylinder Engine,Automatic,4x4,Summit White,Black,5,4,Diesel,15.4L/100km,12.3L/100km,87103
13878,2023,GMC,Sierra,10,Crew Cab,6.2L ECOTEC3 V8,Automatic,4x4,White Frost Tricoat,Black,5,4,Gas,16.7L/100km,14.0L/100km,87858
13879,2023,GMC,Sierra,10,Crew Cab,DURAMAX 3.0L TURBO-DIESEL,10 Speed Automatic,4x4,Summit White,Black,5,4,Diesel,10.7L - 11.1L/100km,8.7L - 10.2L/100km,88123
13880,2023,GMC,Sierra,10,Crew Cab,6.2L ECOTEC3 V8,10 Speed Automatic,4x4,Onyx Black,Black,5,4,Gas,16.7L/100km,14.0L/100km,89533
13881,2023,GMC,Sierra,10,Crew Cab,5.3L ECOTEC3 V8,10 Speed Automatic,4x4,Pacific Blue Metallic,Black,5,4,Gas,14.8L/100km,11.8L/100km,91303
